legal_entity_id	estimated_number_employees	nace_code	secondary_nace_code	task
61901179				none
61901181		91.0		none
61901182	3.0	6810.0		none
61901189		162.0		none
61901191				none
61901194		91.0		none
61901196		2015.0		none
61901198		4321.0		none
61901200		1512.0		none
61901201		4643.0		none
61901202		4321.0		none
61901206		8541.0		none
61901208		561.0		none
61901214	329.0	4322.0		none
61901216		91.0		none
61901217		4643.0		none
61901218	111.0	4791.0		none
61901220		5821.0		none
61901223		6202.0		none
61901225	2.0	8130.0		none
61901226		99.0		none
61901227		4621.0		none
61901229				none
61901234		4690.0	4649.0	none
61901235		411.0		none
61901244		2571.0		none
61901245		133.0		none
61901247	70969.0	2932.0	4531.0	none
61901248	51.0	2591.0		none
61901250				none
61901252	8.0	4322.0		none
61901255		6202.0		none
61901258		111.0		none
61901259	70969.0	2932.0	4531.0	none
61901261	2.0	6202.0		none
61901263		2894.0		none
61901264		7721.0		none
61901266		91.0		none
61901268		692.0		none
61901269		701.0		none
61901272		2571.0		none
61901274	38.0	721.0		none
61901275		2511.0		none
61901279		99.0		none
61901285	250.0	8899.0		none
61901286				none
61901287		692.0		none
61901292				none
61901296				none
61901297		91.0		none
61901301		4321.0		none
61901302				none
61901304		411.0		none
61901306		91.0		none
61901308		5821.0		none
61901309		279.0		none
61901311		84.0		none
61901313				none
61901314		255.0		none
61901316		411.0		none
61901318	6875.0	841.0		none
61901320	2.0	6832.0		none
61901323				none
61901324		322.0		none
61901328		2651.0		none
61901331	29.0	6209.0		none
61901332		1711.0		none
61901333		8541.0		none
61901337		211.0		none
61901339		3831.0		none
61901345		99.0		none
61901346	35.0	4321.0		none
61901351		4743.0		none
61901352		1624.0		none
61901355		161.0		none
61901356		8621.0		none
61901358		2410.0		none
61901359		291.0		none
61901367		701.0		none
61901369		491.0		none
61901372		2451.0		none
61901377				none
61901380				none
61901381		851.0		none
61901383		701.0		none
61901386		2219.0		none
61901393		3511.0		none
61901396		4651.0		none
61901397		6419.0		none
61901398		8621.0		none
61901402		4771.0	4669.0	none
61901406		4791.0		none
61901412				none
61901413		4321.0		none
61901414		6201.0	6209.0	none
61901418		4673.0		none
61901421	166.0	3511.0	3600.0	none
61901424		2591.0		none
61901425		91.0		none
61901433		4669.0		none
61901435		869.0		none
61901443		851.0		none
61901447		5229.0		none
61901448		851.0		none
61901449		1031.0		none
61901455	34.0	8413.0		none
61901456		8411.0		none
61901457		4651.0		none
61901458	91.0	8299.0		none
61901459				none
61901461	191.0	255.0		none
61901462	105.0	2712.0		none
61901463		274.0		none
61901464		701.0		none
61901465		8411.0		none
61901467		3511.0		none
61901470		162.0		none
61901471		712.0		none
61901477				none
61901478		4719.0		none
61901484		91.0		none
61901485		8411.0		none
61901489				none
61901495	5035.0	8542.0		none
61901497	260.0	7010.0	245.0	none
61901498	157110.0	2910.0	2920.0	none
61901500		4643.0		none
61901502				none
61901503		99.0		none
61901514		6831.0		none
61901518		6831.0		none
61901520		2511.0		none
61901523		2591.0		none
61901524		99.0		none
61901525		91.0		none
61901528				none
61901529	723.0	7219.0		none
61901535		692.0		none
61901537		91.0		none
61901539		2611.0		none
61901540		1629.0		none
61901541	2900.0	8542.0		none
61901542		701.0		none
61901544		7311.0		none
61901545		332.0		none
61901546		4721.0		none
61901548		701.0		none
61901549		4721.0		none
61901552		1624.0		none
61901553		332.0		none
61901555		279.0		none
61901561		1512.0		none
61901564		2571.0		none
61901572		701.0		none
61901574		1392.0		none
61901575		4511.0		none
61901576		2611.0		none
61901578	195.0	2790.0	4321.0	none
61901580		701.0		none
61901583		861.0		none
61901584		91.0		none
61901585		561.0		none
61901586				none
61901592		161.0		none
61901595				none
61901600		91.0		none
61901601		1624.0		none
61901602		99.0		none
61901603		99.0		none
61901604		4643.0		none
61901608	400.0	8430.0		none
61901612		1512.0		none
61901613		4643.0		none
61901615		5821.0		none
61901616		91.0		none
61901624		91.0		none
61901625		2611.0		none
61901632		561.0		none
61901634		411.0		none
61901638	70969.0	2932.0	4531.0	none
61901645		4631.0		none
61901648		161.0		none
61901650	70969.0	2932.0	4531.0	none
61901652	440.0	2120.0		none
61901655		4321.0		none
61901659		6202.0		none
61901661				none
61901662				none
61901664				none
61901666				none
61901667		144.0		none
61901668				none
61901671		742.0		none
61901681				none
61901682				none
61901685		561.0		none
61901686		6910.0	6920.0	none
61901688		4751.0		none
61901696		91.0		none
61901697		1031.0		none
61901698		99.0		none
61901699	77.0	3600.0		none
61901701		254.0		none
61901703				none
61901707		701.0		none
61901711		8411.0		none
61901712		7211.0		none
61901713		551.0		none
61901716		2591.0		none
61901718		5821.0		none
61901722		8541.0		none
61901723	10.0	8542.0		none
61901724				none
61901727		2571.0		none
61901728		253.0		none
61901730		781.0		none
61901731		701.0		none
61901733		1711.0		none
61901734		1392.0		none
61901735		7112.0		none
61901738		551.0		none
61901739		4651.0		none
61901740		642.0		none
61901742	2.0	6209.0	7022.0	none
61901743	400.0	8411.0		none
61901745	23.0	2712.0		none
61901748	95.0	8542.0		none
61901750	10.0	9319.0	7490.0	none
61901751		454.0		none
61901752		9411.0		none
61901754	316.0	8411.0		none
61901755		8810.0		none
61901757		8121.0		none
61901758				none
61901762	5.0	7112.0		none
61901763				none
61901775		2591.0		none
61901778	700.0	2042.0		none
61901779		4643.0		none
61901780		8411.0		none
61901782		1722.0		none
61901784		4675.0		none
61901787				none
61901794		4631.0		none
61901797		162.0		none
61901798				none
61901801				none
61901802		6202.0		none
61901803		91.0		none
61901806	389.0	7211.0		none
61901810		161.0		none
61901811		561.0		none
61901815	1011.0	8542.0		none
61901819		2221.0		none
61901828		211.0		none
61901830		1011.0		none
61901833		411.0		none
61901845		37.0		none
61901848	747.0	2829.0	2813.0	none
61901849		869.0		none
61901850		132.0		none
61901851		4721.0		none
61901862		8121.0		none
61901864		2790.0	2720.0	none
61901866				none
61901867		742.0		none
61901870				none
61901872				none
61901874				none
61901877		1512.0		none
61901879		1512.0		none
61901880	30.0	9499.0		none
61901882		162.0		none
61901884	2021.0	5210.0	5229.0	none
61901885		2591.0		none
61901886		701.0		none
61901887		4391.0	4391.0	none
61901890				none
61901891	185.0	1011.0	1013.0	none
61901895		1051.0		none
61901898		4674.0	4672.0	none
61901899		322.0		none
61901901		851.0		none
61901905		2811.0		none
61901907		4643.0		none
61901909		701.0		none
61901912		4669.0	7219.0	none
61901913	70969.0	2932.0	4531.0	none
61901914				none
61901915		4791.0		none
61901919		4673.0		none
61901921		133.0		none
61901926				none
61901927		411.0		none
61901928		1031.0		none
61901929	30.0	8520.0		none
61901930		132.0		none
61901931		8621.0		none
61901934		8610.0		none
61901941	100.0	2822.0		none
61901948		642.0		none
61901952				none
61901960		91.0		none
61901962		2573.0	2591.0	none
61901964		4672.0		none
61901965		8411.0		none
61901969		91.0		none
61901970		411.0		none
61901971		8411.0		none
61901973		8810.0		none
61901975	19.0	8520.0		none
61901977		5229.0		none
61901980		2591.0		none
61901983		2511.0		none
61901986	3.0	4791.0		none
61901990		253.0		none
61901992		2591.0		none
61901993		161.0		none
61901994	40.0	9499.0		none
61901996		1624.0		none
61901999		7311.0		none
61902002	136.0	1013.0		none
61902003		1512.0		none
61902005	20.0	9491.0		none
61902009	60.0	8411.0		none
61902010		8411.0		none
61902012		5229.0		none
61902014		9411.0		none
61902017		1512.0		none
61902022	102.0	4322.0		none
61902024	56.0	812.0		none
61902028				none
61902029		4651.0		none
61902031		2311.0		none
61902036		4651.0		none
61902039		4643.0		none
61902043		91.0		none
61902045		279.0		none
61902046		162.0		none
61902051				none
61902053		4721.0		none
61902055				none
61902058		4321.0		none
61902064				none
61902070		411.0		none
61902072	85.0	3700.0		none
61902073		4321.0		none
61902075		91.0		none
61902078		1512.0		none
61902079				none
61902081	117.0	4651.0		none
61902083				none
61902086		2611.0		none
61902087	200.0	841.0		none
61902088		8411.0		none
61902089		255.0		none
61902090	6000.0	8542.0		none
61902098		8621.0		none
61902100				none
61902101	70969.0	2932.0	4531.0	none
61902108		91.0		none
61902110		2571.0		none
61902114				none
61902116		2511.0		none
61902119	44.0	99.0		none
61902121				none
61902135		4321.0		none
61902138		411.0		none
61902140	4.0	6201.0		none
61902141		161.0		none
61902142	2.0	6832.0		none
61902147		8121.0		none
61902149				none
61902150	50.0	4321.0		none
61902154				none
61902163		701.0		none
61902164		291.0		none
61902173		4651.0		none
61902174		4321.0		none
61902175		8810.0		none
61902180	21.0	4724.0		none
61902181				none
61902193		2591.0		none
61902194		561.0		none
61902196		5821.0		none
61902197		1061.0		none
61902199		411.0		none
61902200				none
61902201				none
61902202		4321.0		none
61902204		37.0		none
61902207		4511.0		none
61902210				none
61902212		872.0		none
61902213	2.0	7010.0	7112.0	none
61902216		4651.0		none
61902219	636.0	7010.0	2041.0	none
61902223	600.0	2229.0		none
61902225				none
61902227		851.0		none
61902228	60.0	8531.0		none
61902229		1011.0		none
61902233	1240.0	701.0	6203.0	none
61902236				none
61902237		2894.0		none
61902238		701.0		none
61902239		4321.0		none
61902243	46.0	7112.0	7022.0	none
61902244		4651.0		none
61902245		701.0		none
61902246		2511.0		none
61902253		701.0		none
61902254		3511.0		none
61902255		144.0		none
61902257		332.0		none
61902261		8621.0		none
61902262				none
61902263		4321.0		none
61902265		279.0		none
61902267		211.0		none
61902270		851.0		none
61902273		2611.0		none
61902274		4751.0		none
61902275		6419.0		none
61902276	200.0	8424.0		none
61902279		211.0		none
61902283		279.0		none
61902287	5.0	2511.0		none
61902289	84.0	2611.0		none
61902290		2591.0		none
61902294		701.0		none
61902295				none
61902297		9499.0		none
61902302		742.0		none
61902308		701.0		none
61902309				none
61902312		851.0		none
61902315		84.0		none
61902316		2825.0		none
61902319		6391.0		none
61902320		241.0		none
61902322		254.0		none
61902330	5.0	7112.0	7112.0	none
61902332		2611.0		none
61902335				none
61902336				none
61902337				none
61902338				none
61902339				none
61902340				none
61902341				none
61902342				none
61902347				none
61902350				none
61902353		35.0		none
61902356				none
61902358				none
61902359				none
61902360				none
61902363				none
61902364				none
61902366				none
61902368				none
61902373				none
61902381				none
61902383				none
61902385	868.0	2932.0		none
61902386				none
61902388	28.0	3811.0		none
61902390				none
61902392				none
61902393				none
61902394				none
61902395				none
61902396	86.0	8299.0	7112.0	none
61902397				none
61902399				none
61902400	5.0	4773.0		none
61902401	166.0	4614.0	4662.0	none
61902404		6110.0		none
61902408				none
61902410				none
61902415				none
61902417		4120.0	4399.0	none
61902420				none
61902424				none
61902425				none
61902427		4334.0	4329.0	none
61902430				none
61902431				none
61902432	7.0	8413.0		none
61902433				none
61902437				none
61902438				none
61902439	115.0	3511.0	3600.0	none
61902444				none
61902445				none
61902448				none
61902449				none
61902450	747.0	2829.0	2813.0	none
61902451				none
61902452				none
61902459		8810.0		none
61902462	710.0	3012.0		none
61902463	761.0	5210.0	4673.0	none
61902467	1310.0	85.0	8542.0	none
61902468	109.0	2016.0	4612.0	none
61902469				none
61902470	300.0	8423.0		none
61902471				none
61902472				none
61902473				none
61902474				none
61902476				none
61902480				none
61902482	600.0	2229.0		none
61902483		8810.0		none
61902485				none
61902486				none
61902494				none
61902495				none
61902500				none
61902502				none
61902503				none
61902504		84.0		none
61902508				none
61902509				none
61902513	250.0	8412.0		none
61902519				none
61902525	3.0	7112.0		none
61902528				none
61902530				none
61902531				none
61902534				none
61902538	89.0	8531.0		none
61902539				none
61902541		84.0		none
61902546				none
61902548				none
61902549				none
61902554				none
61902556				none
61902557				none
61902561				none
61902563				none
61902565	29.0	6209.0		none
61902569				none
61902576		4334.0	4331.0	none
61902582				none
61902584				none
61902587				none
61902592				none
61902593				none
61902596				none
61902603				none
61902604				none
61902611				none
61902612				none
61902613	1.0	4669.0		none
61902614				none
61902617				none
61902618				none
61902619				none
61902621				none
61902626				none
61902627				none
61902628				none
61902632				none
61902635				none
61902639				none
61902640				none
61902641				none
61902643		84.0		none
61902645	67.0	7219.0		none
61902646	9.0	2720.0		none
61902647	250.0	4677.0		none
61902649				none
61902653	103.0	2893.0		none
61902655				none
61902657				none
61902658				none
61902661				none
61902664				none
61902665				none
61902667				testing
61902669				none
61902673	5.0	9004.0		none
61902679				none
61902680				none
61902681				none
61902694				none
61902699				none
61902701				none
61902704				none
61902706				none
61902707				none
61902708				none
61902715				none
61902719	12140.0	8610.0	9609.0	none
61902723				none
61902724				none
61902726	17.0	2829.0	28.0	none
61902727				none
61902728				none
61902731	414.0	2910.0		none
61902733	13136.0	2790.0	2651.0	none
61902734				none
61902735				none
61902736				none
61902746				none
61902754				none
61902762				none
61902765				none
61902767	46.0	2899.0	2573.0	none
61902774		84.0		none
61902777				none
61902781	25.0	3811.0		none
61902789				none
61902791				none
61902792		2512.0	2562.0	none
61902798				none
61902801				none
61902802				none
61902807		84.0		none
61902808				none
61902809				none
61902810				none
61902812				none
61902815				none
61902820				none
61902823				none
61902826		3811.0		none
61902827				none
61902828	288.0	1105.0		none
61902830				none
61902831	105.0	8423.0		none
61902834				none
61902836				none
61902838				none
61902840				none
61902842				none
61902851				none
61902852				none
61902856				none
61902857				none
61902858		8542.0		none
61902861				none
61902863	38.0	4672.0		none
61902865				none
61902868				none
61902870				none
61902875				none
61902876	250.0	8899.0		none
61902878				none
61902879				none
61902883				none
61902886				none
61902894				none
61902895		49.0		none
61902896				none
61902900				none
61902905	5.0	1102.0		none
61902906				none
61902908				none
61902913		4719.0		none
61902916				none
61902917				none
61902920				none
61902922				none
61902923				none
61902924		72.0		none
61902925				none
61902926				none
61902930				none
61902931				none
61902932	132.0	5811.0		none
61902933	66.0	4322.0		none
61902936	527.0	6202.0		none
61902937	108.0	4759.0	4751.0	none
61902938				none
61902939				none
61902941				none
61902946				none
61902948				none
61902951				none
61902952				none
61902956				none
61902964				none
61902965				none
61902967				none
61902968	250.0	4931.0		none
61902970				none
61902971				none
61902978				none
61902979				none
61902980				none
61902981				none
61902982				none
61902983				none
61902984	13.0	2611.0		none
61902992				none
61902993				none
61903000		85.0		none
61903001	230.0	7112.0		none
61903004				none
61903005	16.0	2120.0		none
61903007				none
61903009		1392.0	3011.0	none
61903012	437.0	3299.0	811.0	none
61903023				none
61903025				none
61903028				none
61903029				none
61903032		7112.0		none
61903033				none
61903036				none
61903041				none
61903042				none
61903045				none
61903048				none
61903052				none
61903053		88.0		none
61903057				none
61903058				none
61903060				none
61903063				none
61903064				none
61903069				none
61903071				none
61903072				none
61903073				none
61903079		8810.0		none
61903080		84.0		none
61903081				none
61903084				none
61903088				none
61903090				none
61903096				none
61903100				none
61903106				none
61903109				none
61903110				none
61903114				none
61903115				none
61903116				none
61903118				none
61903119				none
61903120				none
61903124				none
61903126		1392.0	4641.0	none
61903128				none
61903131				none
61903134	80.0	3600.0	3700.0	none
61903138				none
61903144				none
61903145				none
61903148				none
61903152				none
61903154				none
61903155				none
61903156				none
61903158		4299.0	2511.0	none
61903159				none
61903161				none
61903164	70.0	8413.0		none
61903166				none
61903167				none
61903172	78.0	3511.0		none
61903174				none
61903177				none
61903178				none
61903182				none
61903183				none
61903190		4721.0		none
61903195		8542.0		none
61903197				none
61903199				none
61903203	94.0	2829.0		none
61903204				none
61903207				none
61903208	250.0	8899.0		none
61903210				none
61903215				none
61903216	215.0	1721.0		none
61903218	370.0	2110.0	8690.0	none
61903219				none
61903223				none
61903227				none
61903234				none
61903235				none
61903239	24.0	7112.0		none
61903240				none
61903241	500.0	4643.0	4643.0	none
61903242	16.0	4391.0		none
61903243				none
61903244				none
61903247	1510.0	2712.0		none
61903249				none
61903253				none
61903257				none
61903259	5.0	2562.0		none
61903261				none
61903263				none
61903265	12.0	4322.0		none
61903266	200.0	4621.0		none
61903267				none
61903268	59.0	2229.0		none
61903272				none
61903273				none
61903276				none
61903282				none
61903283				none
61903284	2.0	4669.0		none
61903285	80.0	9491.0		none
61903289				none
61903291				none
61903292				none
61903295				none
61903299				none
61903301				none
61903302				none
61903304		84.0		none
61903305		6201.0	7219.0	none
61903306				none
61903307		2562.0		none
61903309				none
61903312				none
61903315				none
61903325	105.0	2599.0		none
61903326				none
61903327				none
61903329				none
61903331				none
61903334				none
61903335				none
61903336	26.0	2341.0		none
61903337				none
61903338				none
61903339	3.0	1.0		none
61903340				none
61903349				none
61903352	69.0	4614.0	4643.0	none
61903353		84.0		none
61903354	120.0	8559.0		none
61903357	95.0	2822.0	2410.0	none
61903371				none
61903373				none
61903375				none
61903380	880.0	3092.0		none
61903387				none
61903389				none
61903394	13.0	9491.0		none
61903395				none
61903396		85.0		none
61903399				none
61903401	293.0	2830.0	4661.0	none
61903408		85.0		none
61903409				none
61903415				none
61903416				none
61903418				none
61903420				none
61903421				none
61903423				none
61903426				none
61903429				none
61903430		37.0		none
61903435	1000.0	2720.0		none
61903438		2550.0	2591.0	none
61903441	6.0	7010.0	2712.0	none
61903451				none
61903457				none
61903459				none
61903467	6.0	8899.0		none
61903470				none
61903471				none
61903482				none
61903483				none
61903485				none
61903487				none
61903490				none
61903491				none
61903493				none
61903494				none
61903497				none
61903502				none
61903503				none
61903504				none
61903507				none
61903510				none
61903511				none
61903512				none
61903517				none
61903518	137.0	2899.0		none
61903519				none
61903520				none
61903522				none
61903527	84.0	2829.0		none
61903533	1.0	9609.0		none
61903534				none
61903535	880.0	3092.0		none
61903544				none
61903547				none
61903555	49.0	7021.0		none
61903559		4646.0		none
61903561				none
61903563				none
61903564		4649.0		none
61903565				none
61903566				none
61903568				none
61903571				none
61903576				none
61903579				none
61903581				none
61903582				none
61903588				none
61903593				none
61903594		2599.0	4221.0	none
61903597	100.0	1089.0		none
61903598				none
61903599				none
61903601				none
61903602				none
61903603		2562.0	2599.0	none
61903604				none
61903608				none
61903610				none
61903612		4321.0		none
61903615				none
61903625				none
61903628				none
61903633				none
61903634				none
61903636	2.0	1106.0		none
61903639				none
61903640				none
61903642				none
61903643	1000.0	2229.0		none
61903644				none
61903645				none
61903646				none
61903648				none
61903652				none
61903656	14.0	4399.0		none
61903657				none
61903659				none
61903662				none
61903664				none
61903665				none
61903666				none
61903670	5.0	2561.0		none
61903671				none
61903672		4669.0	4752.0	none
61903673				none
61903674				none
61903676				none
61903679	90.0	2822.0	4669.0	none
61903681				none
61903691	5.0	2822.0		none
61903692				none
61903694	30.0	6430.0		none
61903696	55.0	4635.0		none
61903697				none
61903698				none
61903699	12.0	7711.0		none
61903706				none
61903707				none
61903711				none
61903713		2825.0	7120.0	none
61903714	50.0	8730.0		none
61903715				none
61903716				none
61903717				none
61903719	3001.0	8411.0		none
61903722				none
61903724				none
61903727				none
61903740				none
61903742				none
61903743				none
61903745				none
61903749				none
61903752				none
61903754				none
61903756	150.0	4322.0	3511.0	none
61903757				none
61903759				none
61903762				none
61903763				none
61903764				none
61903770				none
61903772				none
61903775				none
61903776	150.0	4322.0	3511.0	none
61903778				none
61903781				none
61903782				none
61903783				none
61903784	144.0	2511.0		none
61903789				none
61903790				none
61903792				none
61903797				none
61903803				none
61903805				none
61903808				none
61903809				none
61903816				none
61903817				none
61903823				none
61903824				none
61903825				none
61903832	40.0	8425.0		none
61903833				none
61903836				none
61903839				none
61903841				none
61903842				none
61903846				none
61903847				none
61903848				none
61903850				none
61903853				none
61903854				none
61903856				none
61903870				none
61903873				none
61903877				none
61903879				none
61903880				none
61903882				none
61903883				none
61903887				none
61903894				none
61903896		4333.0		none
61903898				none
61903900				none
61903901				none
61903902		4743.0		none
61903904				none
61903906				none
61903907				none
61903912		84.0		none
61903913	234.0	1320.0		none
61903919				none
61903920				none
61903921				none
61903926				none
61903931				none
61903933				none
61903934				none
61903940				none
61903941				none
61903942				none
61903943				none
61903944	14.0	4391.0		none
61903946				none
61903948				none
61903953		84.0		none
61903958				none
61903961				none
61903967				none
61903973				none
61903975	29.0	7112.0		none
61903980				none
61903981				none
61903982		4531.0		none
61903983				none
61903984				none
61903985				none
61903986				none
61903991	64.0	8531.0		none
61903993	100.0	8542.0		none
61903994	44.0	5229.0	4941.0	none
61903995	1731.0	5229.0	52.0	none
61904000				none
61904002				none
61904003				none
61904004		322.0		none
61904010				none
61904011				none
61904013				none
61904019				none
61904020				none
61904021		2899.0	7112.0	none
61904022	9552.0	8411.0	8413.0	none
61904027				none
61904028				none
61904029				none
61904033		85.0		none
61904034		8130.0	4331.0	none
61904035				none
61904037		84.0		none
61904038	160.0	9420.0		none
61904040		84.0		none
61904041				none
61904043				none
61904047				none
61904051				none
61904054				none
61904055				none
61904057				none
61904058				none
61904059				none
61904061	16784.0	5229.0		none
61904063	118.0	2829.0		none
61904064	85.0	1089.0		none
61904065				none
61904067				none
61904073				none
61904075				none
61904077				none
61904078				none
61904082	353.0	6419.0		none
61904087		84.0		none
61904089		85.0		none
61904090				none
61904091		7112.0	7112.0	none
61904092				none
61904093				none
61904094				none
61904096	120.0	29.0		none
61904099				none
61904101				none
61904102				none
61904103	1300.0	3511.0	3514.0	none
61904111				none
61904112				none
61904115				none
61904116				none
61904124		8121.0		none
61904132				none
61904133				none
61904134				none
61904135				none
61904138				none
61904139				none
61904141				none
61904148				none
61904153	127.0	3811.0		none
61904158				none
61904160				none
61904162				none
61904163				none
61904166				none
61904167				none
61904168				none
61904169				none
61904172				none
61904173		84.0		none
61904174				none
61904175		84.0		none
61904176				none
61904179	76.0	2813.0	4669.0	none
61904182				none
61904183				none
61904184				none
61904188				none
61904194				none
61904195	355.0	2841.0		none
61904201				none
61904203	250.0	4677.0		none
61904207				none
61904210				none
61904212	333.0	2060.0	2059.0	none
61904214				none
61904215				none
61904219				none
61904220				none
61904222				none
61904223				none
61904224				none
61904225				none
61904227				none
61904228				none
61904230				none
61904232				none
61904233		8411.0		none
61904235				none
61904237				none
61904240	40.0	8559.0		none
61904245				none
61904247				none
61904250	688.0	2899.0		none
61904252		7111.0	7112.0	none
61904255				none
61904256				none
61904258				none
61904259				none
61904260				none
61904261				none
61904264		84.0		none
61904266	2.0	2014.0	2059.0	none
61904271	130.0	2562.0		none
61904273	2.0	9609.0		none
61904278				none
61904280				none
61904285				none
61904296				none
61904297				none
61904305				none
61904306	500.0	8411.0		none
61904307				none
61904310				none
61904311				none
61904313	10.0	2562.0	4332.0	none
61904315				none
61904321				none
61904322				none
61904325				none
61904329				none
61904331				none
61904332		4222.0	4321.0	none
61904334				none
61904335				none
61904337				none
61904339				none
61904340				none
61904342				none
61904345				none
61904346				none
61904347				none
61904349				none
61904353				none
61904355				none
61904359				none
61904360	850.0	7010.0	2920.0	none
61904361				none
61904365				none
61904366				none
61904368		85.0		none
61904369				none
61904370	2.0	8121.0		none
61904371				none
61904376	509.0	2420.0	2573.0	none
61904377				none
61904380				none
61904381				none
61904383				none
61904388				none
61904390		84.0		none
61904394				none
61904395				none
61904405		8810.0		none
61904411				none
61904412				none
61904420		8810.0		none
61904421				none
61904426				none
61904429				none
61904430	3858.0	8542.0		none
61904431				none
61904432				none
61904437				none
61904438				none
61904440				none
61904441	647.0	6512.0		none
61904443				none
61904444				none
61904445				none
61904446				none
61904447	900.0	8542.0		none
61904450				none
61904451				none
61904453				none
61904459				none
61904461		7010.0	7112.0	none
61904464				none
61904467		8520.0		none
61904473	271.0	2221.0	4674.0	none
61904474	34.0	9499.0		none
61904476				none
61904477				none
61904479				none
61904480				none
61904485	94.0	1393.0		none
61904487				none
61904491				none
61904497	100.0	7712.0		none
61904501				none
61904503	5.0	4669.0		none
61904508				none
61904509				none
61904512				none
61904513				none
61904517		84.0		none
61904521	40.0	4762.0		none
61904522				none
61904524				none
61904525				none
61904531				none
61904532				none
61904534	1695.0	8542.0		none
61904535				none
61904540				none
61904543				none
61904545				none
61904547				none
61904548				none
61904550				none
61904551				none
61904553				none
61904554				none
61904556				none
61904568				none
61904569				none
61904570				none
61904573				none
61904575				none
61904577		2899.0	2790.0	none
61904579	30.0	7211.0	7219.0	none
61904584				none
61904585				none
61904595				none
61904598				none
61904603		5229.0	7120.0	none
61904608				none
61904611				none
61904614	36.0	1084.0		none
61904617	2463.0	2790.0		none
61904620				none
61904625				none
61904627				none
61904629				none
61904630				none
61904633				none
61904634				none
61904636	100.0	3811.0	8130.0	none
61904637				none
61904638	138.0	9529.0		none
61904641				none
61904642				none
61904648				none
61904649	42.0	8531.0		none
61904655				none
61904659	114.0	2550.0		none
61904664				none
61904667		84.0		none
61904668		84.0		none
61904672				none
61904674				none
61904675	25.0	7010.0	811.0	none
61904676				none
61904678				none
61904679				none
61904680				none
61904682				none
61904686	2.0	6910.0		none
61904688				none
61904689				none
61904690				none
61904692	5.0	8622.0		none
61904694				none
61904698				none
61904702				none
61904704				none
61904707				none
61904710		3511.0		none
61904715				none
61904719	326.0	8121.0		none
61904720				none
61904722				none
61904723				none
61904724				none
61904725				none
61904727				none
61904729				none
61904730				none
61904731				none
61904732				none
61904734				none
61904735				none
61904736				none
61904739				none
61904740				none
61904741				none
61904745				none
61904751				none
61904760	15.0	4120.0		none
61904764				none
61904766				none
61904768				none
61904770				none
61904780				none
61904781				none
61904783				none
61904790				none
61904792				none
61904796				none
61904797				none
61904800	1400.0	3511.0	3821.0	none
61904805				none
61904807	144.0	7810.0		none
61904808				none
61904814				none
61904817	1260.0	8422.0		none
61904819				none
61904820				none
61904821				none
61904823				none
61904824	38.0	721.0		none
61904838				none
61904840				none
61904841				none
61904842	185.0	3511.0	3600.0	none
61904845				none
61904848				none
61904849				none
61904853				none
61904854				none
61904855				none
61904856	73.0	9604.0		none
61904860				none
61904863				none
61904865		8810.0		none
61904868				none
61904870				none
61904872	130.0	4674.0		none
61904873				none
61904874	194.0	3511.0		none
61904878	43.0	4321.0		none
61904880				none
61904882				none
61904883	22.0	2892.0	2399.0	none
61904884				none
61904885				none
61904887				none
61904890				none
61904893				none
61904895		85.0		none
61904896				none
61904897				none
61904898				none
61904902				none
61904905				none
61904909	5.0	7112.0	3511.0	none
61904910	8.0	4752.0		none
61904912				none
61904913				none
61904916	3.0	7112.0		none
61904919				none
61904922		84.0		none
61904924				none
61904927				none
61904928	2083.0	8542.0		none
61904929				none
61904931	49.0	2790.0		none
61904933				none
61904934	3.0	4321.0	7112.0	none
61904938		84.0		none
61904940	21.0	4391.0	7112.0	none
61904946				none
61904949				none
61904955				none
61904960				none
61904968				none
61904973	680.0	8412.0		none
61904974				none
61904975	69.0	681.0	682.0	none
61904977				none
61904978	83.0	3521.0	353.0	none
61904981				none
61904988				none
61904990				none
61904991	70.0	8531.0		none
61904993	144.0	91.0		none
61904994				none
61904995	78.0	2892.0		none
61904997				none
61904998				none
61905001				none
61905010				none
61905011	16784.0	5229.0		none
61905015	191.0	255.0		none
61905019				none
61905022				none
61905026				none
61905028				none
61905030				none
61905033				none
61905035				none
61905036				none
61905039	29.0	5229.0	3832.0	none
61905040				none
61905041				none
61905044				none
61905045	270.0	7219.0		none
61905050				none
61905052				none
61905053				none
61905062				none
61905069				none
61905071				none
61905074	15.0	2712.0	25.0	none
61905075	2000.0	8610.0		none
61905076				none
61905078	300.0	2712.0	2611.0	none
61905080				none
61905084				none
61905094				none
61905095				none
61905096	105.0	5621.0		none
61905098				none
61905100	306.0	4674.0		none
61905102	267.0	2420.0		none
61905107				none
61905112				none
61905114				none
61905116				none
61905121				none
61905122				none
61905123	1.0	7490.0		none
61905126				none
61905127	29.0	2445.0		none
61905130				none
61905131				none
61905132	130.0	4120.0		none
61905136	12.0	2312.0	2512.0	none
61905138				none
61905142				none
61905145				none
61905150				none
61905156				none
61905157		162.0		none
61905159	131.0	7219.0		none
61905161	761.0	5210.0	4673.0	none
61905164	105.0	8542.0		none
61905166				none
61905168				none
61905170				none
61905171				none
61905172				none
61905174				none
61905176				none
61905179	250.0	8424.0		none
61905180				none
61905188				none
61905191	147.0	99.0		none
61905196				none
61905198				none
61905206				none
61905215	6.0	4321.0	33.0	none
61905220				none
61905221		8810.0		none
61905223				none
61905227				none
